,Exited,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
5395,0,589,48,5,126111.61,1,0,1,133961.19
5396,0,591,42,9,161651.37,2,1,1,131753.97
5397,0,723,40,7,142856.95,2,0,0,38019.74
5398,1,831,44,3,111100.98,1,1,1,28144.07
5399,0,733,35,8,102918.38,1,1,1,45959.86
5400,0,731,30,5,0.0,2,1,0,189528.72
5401,0,654,47,10,0.0,2,1,0,170481.98
5402,0,828,37,4,0.0,2,1,0,94845.45
5403,0,590,22,7,125265.61,1,1,1,161253.08
5404,0,657,37,4,82500.28,1,1,1,115260.72
5405,0,531,64,2,175754.87,2,1,1,60721.4
5406,0,516,47,6,109387.33,1,0,0,121365.45
5407,0,561,37,1,100443.36,2,0,1,101693.73
5408,0,682,54,0,83102.72,2,1,1,54132.93
5409,0,575,28,7,0.0,1,1,1,10666.05
5410,0,623,28,4,0.0,2,1,0,41227.67
5411,0,642,40,7,0.0,2,1,0,10712.82
5412,1,779,48,2,115290.27,1,0,0,98912.69
5413,0,671,42,6,0.0,2,1,0,197202.48
5414,0,495,40,1,140197.71,2,1,0,150720.39
5415,0,850,28,1,105245.34,1,0,1,74780.13
5416,0,630,50,8,0.0,2,0,1,79377.45
5417,0,588,32,1,0.0,2,1,1,8763.87
5418,0,562,35,3,142296.13,1,0,1,177112.7
5419,1,740,56,4,99097.33,1,1,1,85016.64
5420,0,695,28,5,171069.39,2,1,1,88689.4
5421,0,589,39,7,0.0,2,0,0,95985.64
5422,0,607,31,1,102523.88,1,1,1,166792.71
5423,0,794,35,6,0.0,2,1,1,68730.91
5424,1,580,44,9,143391.07,1,0,0,146891.07
5425,0,644,44,8,106022.73,2,0,0,148727.42
5426,0,636,36,1,0.0,1,1,0,43134.58
5427,0,599,36,3,128960.21,2,1,1,40318.33
5428,0,507,35,2,0.0,2,1,0,97633.93
5429,0,682,48,7,0.0,2,1,0,65069.03
5430,0,714,24,7,0.0,2,1,0,166335.0
5431,0,696,25,8,126442.59,1,1,0,121904.44
5432,0,599,51,0,0.0,1,1,1,175235.99
5433,0,577,37,2,127261.35,1,1,0,56185.05
5434,0,733,32,5,0.0,2,1,0,131625.14
5435,0,647,33,4,0.0,1,1,0,152323.04
5436,0,831,34,2,0.0,2,0,0,165840.94
5437,0,543,30,6,73481.05,1,1,1,176692.65
5438,0,679,34,7,160515.37,1,1,0,121904.14
5439,0,713,61,4,149525.34,2,1,0,123663.63
5440,1,690,43,2,166522.78,1,0,0,119644.59
5441,0,751,29,1,135536.5,1,1,0,66825.33
5442,1,613,43,10,120481.69,1,0,0,94875.03
5443,0,701,28,1,103421.32,1,0,1,76304.73
5444,0,698,33,5,135658.73,2,0,1,39755.0
5445,0,451,36,2,0.0,2,1,1,180142.42
5446,0,665,28,8,191402.82,2,1,0,83238.4
5447,0,726,50,9,94504.35,1,0,1,5078.9
5448,1,608,44,5,126147.84,1,0,1,132424.69
5449,0,549,46,7,0.0,1,1,1,109057.56
5450,0,803,33,6,0.0,2,1,0,115676.61
5451,0,663,43,4,87624.03,2,1,0,149401.33
5452,1,558,45,1,153697.53,2,0,0,89891.4
5453,0,714,25,4,0.0,2,0,0,82500.84
5454,0,704,39,5,0.0,1,1,0,6416.92
5455,1,805,45,9,116585.97,1,1,0,189428.75
5456,0,659,34,9,134464.58,2,1,0,178833.34
5457,0,738,62,10,83008.31,1,1,1,42766.03
5458,0,635,35,2,113635.16,1,1,0,90883.12
5459,0,530,36,7,0.0,2,1,0,80619.09
5460,0,661,41,5,122552.48,2,0,1,120646.4
5461,0,531,31,2,118899.45,2,0,0,41409.36
5462,0,694,29,5,99713.87,1,0,0,112317.89
5463,0,731,36,6,0.0,1,0,0,152128.36
5464,0,556,36,2,134208.22,1,0,1,177670.57
5465,0,647,41,1,85906.65,3,1,0,189159.97
5466,0,850,32,3,137714.25,1,0,1,159403.68
5467,0,573,33,1,160777.9,1,1,1,149536.15
5468,0,591,45,5,0.0,2,1,1,155492.87
5469,0,723,21,4,0.0,2,0,0,24847.02
5470,0,617,25,1,102585.88,2,1,1,115387.4
5471,1,704,39,10,102556.18,2,1,0,171971.25
5472,0,457,42,4,126772.57,1,0,1,126106.4
5473,0,787,38,3,158373.23,1,1,1,28228.35
5474,0,651,34,9,0.0,2,1,0,138113.71
5475,0,612,42,5,141927.1,1,1,1,43018.98
5476,1,828,47,1,109876.82,2,1,0,83611.45
5477,0,724,34,2,0.0,2,1,1,118863.38
5478,0,648,44,9,111369.79,2,1,1,91947.74
5479,0,569,35,3,116969.35,1,0,0,94488.82
5480,0,765,34,8,136729.51,2,0,0,47058.21
5481,1,577,44,1,152086.15,1,0,1,44719.5
5482,0,603,46,2,0.0,2,1,0,174478.54
5483,0,568,28,1,127289.28,1,0,0,45611.51
5484,1,748,45,2,119852.01,1,0,0,73853.94
5485,0,573,38,4,0.0,2,1,1,196517.43
5486,0,771,41,5,0.0,2,0,1,92914.67
5487,0,763,35,9,0.0,1,1,1,31372.91
5488,0,410,35,7,117183.74,1,1,1,109733.73
5489,0,728,33,8,129907.63,1,0,1,36083.96
5490,0,655,78,2,0.0,2,0,1,188435.38
5491,1,580,36,6,145387.32,2,1,1,169963.2
5492,0,712,35,7,124616.23,1,1,1,69320.97
5493,0,680,31,9,0.0,2,1,0,36145.53
5494,1,383,48,8,95808.19,1,0,0,137702.01
5495,0,721,35,10,0.0,2,1,0,71594.26
5496,0,620,42,1,0.0,2,0,1,65565.92
5497,0,774,36,8,117152.3,1,0,0,101828.39
5498,0,563,35,3,106250.72,1,0,0,39546.32
5499,0,850,27,8,111837.78,2,1,1,110805.79
5500,0,681,47,9,97023.21,1,1,1,2168.13
5501,0,631,31,8,137687.72,1,1,0,190067.12
5502,0,614,40,3,113348.5,1,1,1,77789.01
5503,0,704,24,10,122109.78,1,1,1,127654.37
5504,0,786,32,2,120452.4,2,0,0,79602.86
5505,0,534,53,7,0.0,2,1,1,80619.17
5506,0,590,34,0,65812.35,2,0,1,160346.3
5507,1,583,40,3,54428.37,1,1,0,109638.78
5508,0,656,75,3,0.0,2,1,1,1276.87
5509,0,597,33,9,0.0,2,1,0,49374.82
5510,1,588,48,1,143279.58,2,1,0,31580.8
5511,0,667,32,0,103846.65,1,1,0,20560.69
5512,0,627,37,2,125190.86,1,0,1,84584.69
5513,0,708,33,8,0.0,2,0,1,15246.83
5514,1,641,65,6,38340.02,1,1,0,32607.77
5515,0,527,28,2,123802.98,2,1,1,155846.69
5516,0,592,37,3,96651.03,1,1,1,3232.82
5517,0,465,33,8,0.0,2,1,0,177668.55
5518,0,628,39,6,0.0,2,0,0,134441.6
5519,1,678,43,1,133237.21,1,1,0,111032.79
5520,0,570,61,6,142105.35,1,1,1,45214.04
5521,0,815,37,1,166115.42,1,1,0,67208.3
5522,0,817,37,6,81070.34,2,1,0,80985.88
5523,0,717,35,4,0.0,1,1,1,167573.06
5524,0,641,53,0,123835.52,2,0,1,160110.65
5525,0,624,51,10,123401.43,2,1,1,127825.25
5526,0,579,49,4,169377.31,1,1,1,123535.05
5527,0,698,38,2,130015.24,1,1,1,41595.3
5528,0,645,32,4,0.0,2,0,1,97628.08
5529,0,691,34,8,133936.04,2,1,0,91359.79
5530,0,638,34,6,114543.27,1,1,1,97755.29
5531,0,705,31,3,119794.67,1,0,0,182528.44
5532,0,720,33,9,0.0,2,1,1,142956.48
5533,0,553,44,4,0.0,1,1,0,10789.3
5534,0,658,29,8,0.0,2,0,1,130461.09
5535,1,648,32,8,157138.99,3,1,0,190994.48
5536,0,636,45,3,0.0,2,1,1,159463.8
5537,0,527,41,10,136733.24,1,1,1,57589.29
5538,0,717,28,9,82498.14,2,0,0,40437.67
5539,0,614,39,3,151914.93,1,0,0,56459.45
5540,1,737,43,0,80090.93,1,1,0,39920.0
5541,0,587,51,3,83739.32,1,0,1,148798.45
5542,1,682,35,2,181166.44,1,1,1,63737.19
5543,0,710,38,3,130588.82,1,1,1,154997.64
5544,0,507,42,6,0.0,2,1,0,34777.23
5545,0,609,33,6,94126.67,1,0,0,93718.16
5546,0,786,32,9,0.0,2,1,0,133112.41
5547,1,688,38,7,148045.68,1,1,0,175479.92
5548,0,710,38,2,0.0,2,1,0,96.27
5549,0,779,33,3,0.0,2,1,0,30804.68
5550,0,733,44,6,168165.84,1,0,1,197193.49
5551,0,583,26,10,72835.56,2,1,0,96792.15
5552,0,627,41,3,0.0,2,1,0,132719.8
5553,0,666,31,3,123212.08,2,1,1,112157.31
5554,0,620,38,0,0.0,2,1,1,38015.34
5555,0,614,39,6,0.0,2,1,1,164018.98
5556,0,606,40,6,119501.88,2,1,0,46774.94
5557,0,700,39,5,144550.83,2,1,1,189664.43
5558,1,677,34,3,126729.41,1,1,1,26106.39
5559,1,850,36,5,119984.07,1,1,0,191535.11
5560,0,564,35,4,0.0,1,1,0,158937.55
5561,1,771,56,2,0.0,1,1,1,25222.6
5562,0,620,42,9,121490.05,1,1,1,29296.74
5563,0,610,46,5,91897.8,1,1,0,54394.28
5564,0,609,39,2,139443.75,2,1,0,9234.06
5565,0,683,35,5,144961.97,1,0,1,26796.73
5566,0,633,42,3,126041.02,1,0,1,11796.89
5567,0,676,28,1,69459.05,2,1,1,128461.29
5568,0,693,38,7,198338.77,2,1,1,14278.18
5569,0,709,36,0,0.0,2,1,0,46811.77
5570,1,569,35,2,109196.66,3,1,0,109393.19
5571,1,684,38,3,134168.5,3,1,0,3966.5
5572,0,565,34,6,0.0,1,1,1,63173.64
5573,0,681,29,8,0.0,1,1,0,66367.33
5574,0,503,36,9,0.0,2,1,1,16274.67
5575,0,656,40,2,0.0,2,1,1,180553.48
5576,1,566,65,4,120100.41,1,1,0,107563.16
5577,0,592,62,5,0.0,1,1,1,100941.57
5578,0,687,50,5,0.0,2,1,0,110230.4
5579,0,686,22,8,0.0,2,0,0,142331.85
5580,0,616,30,2,0.0,2,1,0,199099.51
5581,0,494,67,5,0.0,2,1,1,85890.16
5582,0,534,38,3,0.0,1,0,0,143938.27
5583,0,695,31,8,0.0,2,0,1,131644.41
5584,0,579,31,9,0.0,2,1,0,112395.98
5585,0,432,38,2,135559.8,2,1,1,71856.3
5586,0,816,25,2,150355.35,2,1,1,35770.84
5587,0,730,37,1,0.0,2,1,1,124364.63
5588,0,593,35,6,133489.12,2,1,1,78101.29
5589,1,715,37,9,105489.31,1,0,0,143096.49
5590,0,775,25,10,60205.2,2,1,0,14073.11
5591,0,539,38,5,0.0,2,1,0,47388.41
5592,0,576,19,6,0.0,2,0,0,72306.07
5593,1,617,50,7,0.0,1,1,0,184839.7
5594,0,688,40,6,0.0,1,1,1,47886.44
5595,0,608,33,4,0.0,1,0,1,130474.03
5596,1,597,35,9,0.0,3,0,1,73181.39
5597,0,670,42,6,112333.63,1,1,1,65706.86
5598,0,616,57,7,116936.81,1,1,1,104379.36
5599,1,579,50,5,117721.02,1,0,1,192146.63
5600,0,786,37,7,165896.22,2,1,1,66977.68
5601,0,704,44,9,153656.85,1,1,0,158742.81
5602,0,796,50,1,94164.0,1,1,1,189414.74
5603,0,598,39,1,0.0,2,1,0,159130.32
5604,0,602,49,0,191808.73,1,0,0,97640.2
5605,0,619,58,5,152199.33,1,1,1,86022.09
5606,1,492,52,8,125396.24,1,1,0,10014.72
5607,0,641,41,7,104405.54,3,1,0,17384.21
5608,0,518,27,1,133801.49,1,1,1,143315.57
5609,0,623,40,4,0.0,3,1,0,31669.18
5610,0,733,28,5,0.0,2,0,0,12761.16
5611,0,625,42,6,100047.33,1,1,0,93429.95
5612,0,759,31,1,109848.6,1,1,1,42012.55
5613,0,604,32,7,127849.38,1,1,0,15798.7
5614,0,512,46,3,0.0,2,1,1,56408.14
5615,0,520,29,8,95947.76,1,1,0,4696.44
5616,0,805,26,2,0.0,2,1,1,25042.1
5617,1,626,43,4,137638.69,1,1,0,130442.08
5618,0,656,38,10,0.0,1,1,1,136521.82
5619,0,785,41,7,0.0,2,1,1,199108.88
5620,0,553,31,6,0.0,2,0,0,124596.63
5621,0,569,44,4,0.0,2,0,0,134394.78
5622,0,670,38,10,89416.99,1,0,0,144275.39
5623,0,586,42,6,0.0,2,1,1,123410.23
5624,0,617,45,1,0.0,1,1,0,143298.06
5625,0,508,60,7,143262.04,1,1,1,129562.74
5626,0,624,35,7,119656.45,2,1,1,4595.05
5627,0,654,29,4,132954.64,1,1,1,146715.07
5628,0,681,44,3,105206.7,2,1,1,163558.36
5629,0,578,28,4,0.0,2,0,0,6947.09
5630,0,621,37,9,83061.26,2,1,0,9170.54
5631,0,632,40,5,147650.68,1,1,1,199674.83
5632,1,644,44,5,73348.56,1,1,0,157166.79
5633,0,821,28,2,0.0,2,1,0,46072.52
5634,0,754,38,2,0.0,2,0,0,3524.69
5635,0,568,27,1,116320.68,1,0,1,45563.94
5636,0,584,33,3,0.0,2,0,1,59103.13
5637,0,549,29,8,0.0,2,1,1,189558.44
5638,0,729,38,7,0.0,2,0,0,45779.9
5639,0,523,61,8,66250.71,1,1,1,21859.06
5640,1,477,24,2,95675.62,2,0,0,162699.7
5641,0,675,42,2,92616.64,2,1,0,8567.18
5642,0,782,41,4,0.0,1,1,0,132943.88
5643,1,616,36,6,0.0,1,1,1,12916.32
5644,0,738,37,8,100565.94,1,1,1,128799.86
5645,1,717,42,5,190305.78,1,1,0,99347.8
5646,1,526,35,9,118536.4,1,1,0,40980.87
5647,0,660,19,5,127649.64,1,1,1,40368.65
5648,0,525,35,7,165358.77,1,0,1,94738.54
5649,0,629,29,6,0.0,2,1,1,88842.8
5650,0,616,36,10,78249.53,1,1,0,136934.91
5651,0,521,61,0,125193.96,1,1,1,109356.53
5652,0,691,29,9,0.0,2,0,0,199635.93
5653,0,687,41,2,154007.21,1,1,0,158408.23
5654,0,677,43,3,133214.88,2,1,1,95936.84
5655,1,695,63,1,146202.93,1,1,1,126688.83
5656,0,663,27,9,0.0,2,1,0,150850.29
5657,0,496,30,0,90963.49,1,0,1,27802.0
5658,1,747,41,9,0.0,1,1,0,32430.94
5659,1,546,52,2,0.0,1,1,0,137332.37
5660,0,706,68,4,114386.85,1,1,1,28601.68
5661,0,472,26,5,0.0,2,1,0,108411.66
5662,0,703,40,7,0.0,2,0,1,122518.5
5663,0,850,38,2,0.0,2,1,0,9015.07
5664,1,667,71,4,137260.78,1,0,1,94433.08
5665,0,559,33,9,111060.05,2,1,0,110371.84
5666,1,636,60,7,124447.73,1,1,1,141364.62
5667,0,672,34,8,0.0,2,1,1,16245.25
5668,1,667,42,7,0.0,1,0,1,108348.94
5669,0,648,33,7,135310.41,2,0,1,171668.2
5670,0,497,32,8,0.0,2,1,0,67364.42
5671,0,743,73,6,0.0,2,0,1,107867.38
5672,0,619,29,5,0.0,2,1,0,194310.1
5673,0,639,34,5,139393.19,2,0,0,33950.08
5674,0,540,28,8,0.0,2,0,0,197588.32
5675,0,766,26,3,104258.8,1,1,1,428.23
5676,0,749,26,6,0.0,2,0,1,34948.77
5677,0,655,32,9,113447.01,1,1,0,82084.3
5678,0,630,33,9,0.0,2,1,0,64804.59
5679,0,778,33,4,111063.73,2,1,0,83556.65
5680,1,757,30,6,161378.02,1,0,0,71926.28
5681,0,529,39,2,82766.43,1,1,1,122925.44
5682,0,620,29,9,0.0,2,1,0,13133.88
5683,1,615,61,1,104267.7,1,1,0,62845.64
5684,0,735,25,3,91718.8,1,0,0,28411.23
5685,1,705,47,3,63488.7,1,0,1,28640.92
5686,1,644,46,6,12459.19,1,0,0,156787.34
5687,0,505,37,6,159863.9,2,0,1,125307.87
5688,0,471,23,6,104592.55,2,1,0,131736.23
5689,0,722,50,4,132088.59,1,1,1,128262.14
5690,0,577,39,4,0.0,2,1,0,91366.42
5691,0,744,44,5,120654.68,1,1,0,82290.81
5692,0,573,30,6,0.0,2,1,0,66190.21
5693,0,653,32,4,83772.95,1,0,1,23920.65
5694,0,660,31,6,172325.67,1,0,1,45438.38
5695,0,787,46,7,117685.31,2,1,1,93360.35
5696,0,617,41,7,0.0,2,0,1,14496.67
5697,0,567,39,5,0.0,2,0,0,168521.72
5698,0,682,64,9,0.0,2,1,1,103318.44
5699,0,684,35,6,135871.5,1,1,1,87219.41
5700,1,447,41,3,0.0,4,1,1,197490.39
5701,1,625,49,4,128504.76,1,1,0,126812.63
5702,0,585,36,7,0.0,2,1,0,94283.09
5703,0,516,42,8,56228.25,1,1,0,46857.52
5704,1,732,45,6,98792.4,1,1,0,81491.7
5705,0,628,40,5,181768.32,2,1,1,129107.97
5706,0,682,48,9,101198.01,1,1,1,49732.9
5707,0,746,25,9,0.0,2,0,1,88728.47
5708,0,655,60,3,0.0,2,1,1,86981.45
5709,0,644,39,9,0.0,1,1,0,3740.93
5710,0,778,34,5,139064.06,2,0,0,67949.32
5711,0,617,35,2,104508.1,1,1,1,147636.46
5712,1,660,35,9,113948.58,1,1,0,188891.96
5713,0,537,47,10,0.0,2,0,1,25482.62
5714,0,554,39,10,0.0,2,1,1,18391.93
5715,0,806,31,9,0.0,2,0,1,140168.36
5716,0,611,37,1,117524.72,2,0,1,161064.29
5717,0,665,37,5,160389.82,1,0,1,183542.08
5718,0,648,37,7,0.0,2,1,0,194238.92
5719,0,692,27,1,125547.53,1,0,0,7900.46
5720,0,507,46,6,92783.68,1,1,1,51424.29
5721,1,696,49,5,97036.22,2,1,0,152450.84
5722,0,681,34,3,0.0,2,0,0,55816.2
5723,0,687,26,6,0.0,2,1,1,32909.13
5724,0,641,40,5,102145.13,1,1,1,100637.07
5725,0,507,33,1,113452.66,1,0,0,142911.99
5726,0,688,46,8,155681.72,1,1,0,26287.21
5727,1,535,38,8,127475.24,1,0,0,60775.76
5728,0,701,41,10,0.0,2,1,1,146257.77
5729,0,488,43,10,112751.13,1,1,1,28332.0
5730,0,539,29,4,0.0,2,1,1,100919.19
5731,1,674,45,7,144889.18,1,1,1,102591.9
5732,0,538,40,8,0.0,2,1,1,25554.4
5733,1,829,22,7,150126.44,1,1,0,152107.93
5734,0,768,54,8,69712.74,1,1,1,69381.05
5735,0,585,44,4,0.0,2,0,1,101728.46
5736,0,581,31,3,0.0,2,0,0,89040.61
5737,0,682,35,2,117438.92,2,1,1,16910.98
5738,0,653,38,8,119315.75,1,1,0,150468.35
5739,0,712,30,1,89571.59,1,1,1,177613.19
5740,0,620,34,8,102251.57,1,1,0,120672.09
5741,0,709,42,9,118546.71,1,0,1,77142.85
5742,1,832,61,2,0.0,1,0,1,127804.66
5743,0,635,38,0,103257.14,1,0,0,158344.63
5744,0,749,43,1,124209.02,1,1,1,167179.48
5745,0,629,32,3,0.0,2,1,1,15404.64
5746,0,836,41,7,150302.84,1,1,1,156036.19
5747,0,542,34,8,108653.93,1,0,1,144725.14
5748,0,645,45,8,85325.93,1,0,0,22558.74
5749,0,844,29,8,0.0,2,0,0,147342.03
5750,1,747,37,9,135776.36,3,1,0,85470.45
5751,0,645,40,6,131411.24,1,1,1,194656.11
5752,0,752,36,3,0.0,2,1,1,48505.1
5753,0,760,41,6,0.0,2,0,0,101491.23
5754,0,714,45,9,106431.97,2,1,1,164117.69
5755,0,717,50,9,90305.76,1,1,1,124626.57
5756,0,645,28,7,117466.03,2,1,1,34490.06
5757,0,681,32,3,148884.47,2,1,1,90967.37
5758,1,681,44,4,91115.76,2,0,0,24208.84
5759,0,679,37,8,77373.87,2,0,1,174873.09
5760,0,528,23,7,104744.89,1,1,0,170262.97
5761,0,710,31,3,0.0,2,1,1,112289.06
5762,0,733,39,5,91538.51,1,1,1,93783.0
5763,0,724,32,6,0.0,2,1,1,150026.79
5764,0,726,34,0,185734.75,1,1,1,102036.82
5765,0,520,30,3,143396.54,2,1,1,898.51
5766,0,556,40,5,125909.85,1,1,1,95124.4
5767,0,579,45,2,0.0,2,0,0,11514.39
5768,0,674,36,2,154525.7,1,0,1,27468.72
5769,0,570,29,0,0.0,1,1,0,37092.43
5770,0,631,51,8,100654.8,1,1,0,171587.9
5771,0,623,44,1,83325.77,1,0,1,80828.78
5772,0,665,35,8,110934.54,1,1,0,169287.99
5773,0,523,36,8,113680.54,1,0,0,13197.44
5774,0,706,31,1,117020.08,2,1,0,54439.53
5775,0,619,49,9,145359.99,1,1,0,38186.85
5776,1,593,39,8,151391.68,1,1,0,27274.6
5777,0,608,66,8,123935.35,1,1,1,65758.19
5778,0,526,36,0,0.0,2,1,0,97767.63
5779,1,684,40,2,70291.02,1,1,1,115468.84
5780,0,604,42,10,166031.45,1,1,0,98293.14
5781,0,636,36,6,96643.32,1,0,0,182059.28
5782,0,669,33,8,0.0,2,0,1,128538.05
5783,0,624,71,7,0.0,2,1,1,108841.83
5784,0,631,29,2,0.0,2,1,1,18581.84
5785,0,753,48,4,0.0,2,0,1,146821.42
5786,0,588,40,5,0.0,2,0,0,100727.68
5787,0,729,26,4,97268.1,2,1,0,39356.38
5788,1,602,42,10,0.0,2,0,0,169921.11
5789,1,689,55,1,76296.81,1,1,0,42364.75
5790,0,486,27,7,0.0,2,1,0,28823.04
5791,1,809,42,6,64497.94,3,0,1,182436.81
5792,0,562,38,5,0.0,1,1,0,115700.2
5793,0,763,32,8,0.0,2,1,0,16725.53
5794,0,669,57,5,0.0,2,1,1,56875.76
5795,0,709,39,8,0.0,2,1,0,56214.09
5796,0,554,45,4,0.0,2,1,1,193412.05
5797,0,699,37,10,0.0,2,0,0,83263.04
5798,0,732,54,0,134249.7,1,0,1,13404.4
5799,1,625,45,3,0.0,1,1,1,184474.15
5800,0,599,30,9,105443.68,1,1,1,121124.53
5801,1,584,50,1,0.0,1,0,1,152567.75
5802,0,499,35,10,0.0,2,1,0,10722.54
5803,0,526,38,2,0.0,2,0,0,58010.98
5804,1,625,35,5,86147.46,2,1,0,163440.8
5805,0,537,38,1,96939.06,1,1,1,102606.92
5806,0,696,47,1,106758.6,1,1,1,80591.18
5807,0,679,33,9,112528.65,2,1,0,177362.45
5808,1,684,60,2,116563.58,1,1,0,120257.7
5809,0,850,32,4,0.0,1,1,1,180622.02
5810,0,495,42,7,0.0,2,0,0,130404.53
5811,0,537,38,6,141786.78,1,0,1,147797.54
5812,0,850,41,3,136416.82,1,0,1,57844.26
5813,0,513,30,5,0.0,2,1,0,162523.66
5814,0,618,40,1,133245.52,2,1,1,54495.82
5815,0,802,41,4,90757.64,2,0,1,169183.66
5816,0,547,43,1,92350.36,1,0,1,80262.91
5817,0,613,69,9,78778.49,1,0,1,8751.59
5818,0,592,34,6,102143.93,2,1,1,102628.98
5819,0,546,29,5,0.0,1,1,1,94823.95
5820,0,721,37,4,98459.6,1,0,0,90821.66
5821,1,671,47,7,114603.76,2,1,0,153194.32
5822,0,624,35,2,0.0,2,1,0,87310.59
5823,1,751,51,7,148074.79,1,1,0,146411.41
5824,1,636,36,1,0.0,3,1,1,74048.1
5825,1,607,62,8,108004.64,1,1,1,23386.77
5826,0,509,29,0,107712.57,2,1,1,92898.17
5827,0,653,35,9,0.0,2,1,1,45956.05
5828,0,709,37,8,0.0,3,1,0,71738.56
5829,0,559,32,9,145303.52,1,1,0,103560.98
5830,0,684,37,4,138476.41,2,1,1,52367.29
5831,1,635,27,8,127471.56,1,1,1,152916.05
5832,0,709,26,6,156551.63,1,0,1,4410.77
5833,1,656,49,9,97092.87,1,1,0,74771.22
5834,1,793,32,2,0.0,2,1,0,193817.63
5835,0,609,37,5,129312.79,1,1,1,26793.82
5836,0,618,29,10,100315.1,2,1,1,32526.64
5837,0,850,35,6,81684.97,1,1,0,824.0
5838,1,669,51,3,88827.53,1,0,0,85250.77
5839,0,594,40,0,152092.44,2,1,1,83508.93
5840,0,616,71,4,0.0,2,1,1,173599.38
5841,1,676,49,1,0.0,1,1,0,79342.31
5842,0,608,38,9,102406.76,1,0,1,57600.66
5843,0,710,21,4,109130.96,2,1,1,56191.99
5844,0,695,29,5,0.0,2,1,1,6770.44
5845,0,530,33,9,75242.28,1,0,1,101694.67
5846,0,509,29,1,0.0,2,1,0,69113.14
5847,1,517,45,4,0.0,1,0,0,172674.36
5848,0,758,33,0,129142.54,2,1,1,26606.28
5849,0,665,51,2,0.0,1,0,0,53353.36
5850,0,631,22,6,139129.92,1,1,1,63747.51
5851,0,576,33,3,0.0,2,0,1,190112.05
5852,0,544,22,3,66483.32,1,0,1,110317.39
5853,1,596,40,5,62389.03,3,1,0,148623.43
5854,0,481,34,5,0.0,2,1,1,125253.46
5855,1,498,46,1,91857.66,1,1,0,101954.78
5856,0,512,31,6,0.0,2,1,0,168462.26
5857,1,594,56,7,0.0,1,1,0,26215.85
5858,1,570,30,10,176173.52,1,1,0,97045.32
5859,0,721,38,7,0.0,1,0,1,53534.8
5860,0,453,37,4,131834.76,2,1,0,8949.2
5861,0,562,48,3,92347.96,1,1,1,163116.75
5862,0,682,40,4,0.0,2,1,1,140745.91
5863,0,748,40,3,95297.11,1,0,0,171515.84
5864,0,729,32,9,0.0,2,0,0,150803.44
5865,0,663,39,4,0.0,1,1,0,76884.05
5866,1,735,53,8,123845.36,2,0,1,170454.93
5867,0,627,62,3,143426.34,2,1,1,143104.3
5868,0,713,46,5,0.0,1,1,1,55701.62
5869,0,562,31,2,112708.2,1,0,1,186370.3
5870,0,632,43,2,100013.51,1,1,0,24275.32
5871,1,479,33,2,208165.53,1,0,0,50774.81
5872,0,658,21,7,0.0,2,0,1,154279.87
5873,1,598,40,9,0.0,1,1,0,68462.59
5874,0,597,19,2,0.0,2,1,1,91036.74
5875,0,512,33,6,121685.31,2,1,1,83681.97
5876,0,704,39,2,111525.02,1,1,0,199484.96
5877,0,474,26,6,0.0,2,0,0,152491.22
5878,0,604,36,10,113546.3,1,1,1,134875.37
5879,0,683,41,6,95696.52,2,1,1,184366.14
5880,0,537,28,0,88963.31,2,1,1,189839.93
5881,0,794,31,0,144880.34,2,0,1,175643.44
5882,1,732,55,9,136576.02,1,0,1,3268.17
5883,0,495,38,2,63093.01,1,1,1,47089.72
5884,0,552,38,10,132271.12,2,1,1,46562.02
5885,0,602,29,3,88814.4,2,1,1,62487.97
5886,0,607,40,5,90594.55,1,0,1,181598.25
5887,1,675,33,0,141816.25,1,1,0,64815.05
5888,1,443,54,3,138547.97,1,1,1,70196.23
5889,0,727,31,2,52192.08,2,0,1,160383.47
5890,0,482,38,4,124976.19,1,1,0,35848.12
5891,0,686,34,1,0.0,2,1,0,87278.48
5892,0,588,35,3,104356.38,1,1,0,94498.82
5893,0,605,48,10,150315.92,1,0,1,133486.36
5894,0,583,39,1,129299.28,2,1,0,73107.6
5895,0,738,37,7,140950.92,2,1,0,195333.98
5896,0,744,30,1,128065.12,1,1,0,121525.48
5897,0,781,23,2,107433.48,1,1,0,173843.21
5898,0,699,34,2,117468.67,1,1,0,185227.42
5899,0,639,27,2,0.0,2,0,0,125244.18
5900,0,583,27,4,0.0,3,1,0,163113.41
5901,0,587,42,1,0.0,1,0,0,123006.91
5902,0,694,40,9,0.0,2,1,0,40463.03
5903,1,570,29,4,153040.03,1,1,1,131363.57
5904,1,692,45,6,142084.04,4,1,0,188305.85
5905,0,511,30,5,0.0,2,1,0,143994.86
5906,0,788,32,4,112079.58,1,0,0,89368.59
5907,0,526,66,7,132044.6,2,1,1,158365.89
5908,1,749,46,9,66582.81,1,1,0,78753.12
5909,0,691,33,6,0.0,2,1,1,100408.31
5910,0,481,39,6,0.0,1,1,1,24677.54
5911,0,752,33,4,0.0,2,1,1,39570.78
5912,0,658,38,6,102895.1,1,0,0,155665.76
5913,0,679,42,2,0.0,1,1,1,168294.27
5914,0,754,27,7,117578.35,2,0,1,87908.01
5915,1,679,47,10,198546.1,2,1,0,191198.92
5916,0,633,39,2,0.0,2,0,0,191207.03
5917,0,674,31,1,0.0,1,1,0,128954.05
5918,0,600,28,2,116623.31,1,0,1,59905.29
