DATE,MinTemp,MaxTemp,AvgTemp,Sunrise,Sunset
2015-08-05,43.0,56.0,50.0,600,1857
2015-08-06,41.0,54.0,48.0,600,1856
2015-08-07,41.0,59.0,50.0,600,1855
2015-08-08,43.0,64.0,54.0,601,1855
2015-08-09,43.0,63.0,53.0,601,1854
2015-08-10,40.0,59.0,50.0,601,1854
2015-08-11,39.0,55.0,47.0,602,1853
2015-08-12,40.0,55.0,48.0,602,1852
2015-08-13,40.0,56.0,48.0,602,1852
2015-08-14,44.0,56.0,50.0,603,1851
2015-08-15,41.0,53.0,47.0,603,1850
2015-08-16,41.0,52.0,47.0,603,1850
2015-08-17,42.0,53.0,48.0,603,1849
2015-08-18,40.0,52.0,46.0,604,1848
2015-08-19,39.0,52.0,46.0,604,1848
2015-08-20,38.0,51.0,45.0,604,1847
2015-08-21,42.0,65.0,54.0,604,1846
2015-08-22,46.0,59.0,53.0,605,1845
2015-08-23,45.0,57.0,51.0,605,1845
2015-08-24,43.0,48.0,46.0,605,1844
2015-08-25,42.0,52.0,47.0,605,1843
2015-08-26,42.0,55.0,49.0,606,1842
2015-08-27,41.0,57.0,49.0,606,1841
2015-08-28,43.0,59.0,51.0,606,1841
2015-08-29,42.0,59.0,51.0,606,1840
2015-08-30,42.0,56.0,49.0,607,1839
2015-08-31,41.0,55.0,48.0,607,1838
2015-09-01,42.0,60.0,51.0,607,1837
2015-09-02,43.0,52.0,48.0,607,1836
2015-09-03,42.0,52.0,47.0,607,1836
2015-09-04,40.0,53.0,47.0,608,1835
2015-09-05,39.0,54.0,47.0,608,1834
2015-09-06,41.0,54.0,48.0,608,1833
2015-09-07,42.0,53.0,48.0,608,1832
2015-09-08,41.0,59.0,50.0,608,1831
2015-09-09,46.0,60.0,53.0,609,1830
2015-09-10,42.0,56.0,49.0,609,1829
2015-09-11,42.0,59.0,51.0,609,1828
2015-09-12,41.0,56.0,49.0,609,1828
2015-09-13,43.0,62.0,53.0,609,1827
2015-09-14,42.0,62.0,52.0,610,1826
2015-09-15,40.0,57.0,49.0,610,1825
2015-09-16,39.0,54.0,47.0,610,1824
2015-09-17,38.0,53.0,46.0,610,1823
2015-09-18,38.0,54.0,46.0,610,1822
2015-09-19,39.0,55.0,47.0,611,1821
2015-09-20,41.0,58.0,50.0,611,1820
2015-09-21,43.0,54.0,49.0,611,1819
2015-09-22,39.0,54.0,47.0,611,1819
2015-09-23,37.0,54.0,46.0,611,1818
2015-09-24,38.0,55.0,47.0,612,1817
2015-09-25,39.0,54.0,47.0,612,1816
2015-09-26,42.0,53.0,48.0,612,1815
2015-09-27,39.0,54.0,47.0,612,1814
2015-09-28,39.0,53.0,46.0,612,1813
2015-09-29,38.0,52.0,45.0,613,1812
2015-09-30,39.0,60.0,50.0,613,1811
2015-10-01,39.0,57.0,48.0,613,1811
2015-10-02,39.0,57.0,48.0,613,1810
2015-10-03,43.0,63.0,53.0,614,1809
2015-10-04,45.0,57.0,51.0,614,1808
2015-10-05,42.0,58.0,50.0,614,1807
2015-10-06,39.0,54.0,47.0,614,1806
2015-10-07,41.0,62.0,52.0,615,1805
2015-10-08,41.0,60.0,51.0,615,1805
2015-10-09,40.0,58.0,49.0,615,1804
2015-10-10,41.0,56.0,49.0,615,1803
2015-10-11,43.0,60.0,52.0,616,1802
2015-10-12,40.0,58.0,49.0,616,1801
2015-10-13,39.0,56.0,48.0,616,1801
2015-10-14,38.0,58.0,48.0,616,1800
2015-10-15,39.0,54.0,47.0,617,1759
2015-10-16,42.0,60.0,51.0,617,1758
2015-10-17,42.0,54.0,48.0,617,1758
2015-10-18,40.0,58.0,49.0,618,1757
2015-10-19,41.0,58.0,50.0,618,1756
2015-10-20,40.0,57.0,49.0,618,1755
2015-10-21,41.0,54.0,48.0,619,1755
2015-10-22,40.0,55.0,48.0,619,1754
2015-10-23,38.0,56.0,47.0,620,1753
2015-10-24,42.0,57.0,50.0,620,1753
2015-10-25,45.0,60.0,53.0,620,1752
2015-10-26,44.0,63.0,54.0,621,1752
2015-10-27,42.0,63.0,53.0,621,1751
2015-10-28,44.0,57.0,51.0,622,1750
2015-10-29,38.0,53.0,46.0,622,1750
2015-10-30,42.0,54.0,48.0,622,1749
2015-10-31,42.0,61.0,52.0,623,1749
2015-11-01,41.0,57.0,49.0,623,1748
2015-11-02,40.0,59.0,50.0,624,1748
2015-11-03,43.0,57.0,50.0,624,1747
2015-11-04,42.0,58.0,50.0,625,1747
2015-11-05,40.0,60.0,50.0,625,1746
2015-11-06,41.0,59.0,50.0,626,1746
2015-11-07,42.0,60.0,51.0,626,1746
2015-11-08,39.0,58.0,49.0,627,1745
2015-11-09,37.0,52.0,45.0,627,1745
2015-11-10,35.0,51.0,43.0,628,1745
2015-11-11,37.0,53.0,45.0,628,1744
2015-11-12,38.0,49.0,44.0,629,1744
2015-11-13,37.0,49.0,43.0,629,1744
2015-11-14,36.0,52.0,44.0,630,1743
2015-11-15,36.0,51.0,44.0,630,1743
2015-11-16,35.0,52.0,44.0,631,1743
2015-11-17,37.0,56.0,47.0,632,1743
2015-11-18,36.0,53.0,45.0,632,1743
2015-11-19,43.0,56.0,50.0,633,1743
2015-11-20,43.0,51.0,47.0,633,1742
2015-11-21,41.0,53.0,47.0,634,1742
2015-11-22,42.0,58.0,50.0,635,1742
2015-11-23,42.0,55.0,49.0,635,1742
2015-11-24,42.0,53.0,48.0,636,1742
2015-11-25,38.0,55.0,47.0,636,1742
2015-11-26,40.0,56.0,48.0,637,1742
2015-11-27,41.0,58.0,50.0,638,1742
2015-11-28,39.0,54.0,47.0,638,1742
2015-11-29,40.0,58.0,49.0,639,1742
2015-11-30,44.0,60.0,52.0,640,1742
2015-12-01,43.0,60.0,52.0,640,1743
2015-12-02,40.0,61.0,51.0,641,1743
2015-12-03,42.0,57.0,50.0,641,1743
2015-12-04,42.0,56.0,49.0,642,1743
2015-12-05,39.0,58.0,49.0,643,1743
2015-12-06,39.0,63.0,51.0,643,1743
2015-12-07,45.0,63.0,54.0,644,1744
2015-12-08,44.0,60.0,52.0,645,1744
2015-12-09,41.0,56.0,49.0,645,1744
2015-12-10,39.0,54.0,47.0,646,1745
2015-12-11,42.0,53.0,48.0,646,1745
2015-12-12,39.0,55.0,47.0,647,1745
2015-12-13,36.0,52.0,44.0,648,1746
2015-12-14,36.0,54.0,45.0,648,1746
2015-12-15,33.0,49.0,41.0,649,1746
2015-12-16,35.0,53.0,44.0,649,1747
2015-12-17,37.0,54.0,46.0,650,1747
2015-12-18,38.0,53.0,46.0,650,1748
2015-12-19,34.0,46.0,40.0,651,1748
2015-12-20,35.0,49.0,42.0,651,1749
2015-12-21,35.0,47.0,41.0,652,1749
2015-12-22,34.0,51.0,43.0,652,1750
2015-12-23,33.0,46.0,40.0,653,1750
2015-12-24,32.0,49.0,41.0,653,1751
2015-12-25,35.0,48.0,42.0,654,1751
2015-12-26,35.0,49.0,42.0,654,1752
2015-12-27,35.0,50.0,43.0,655,1752
2015-12-28,35.0,45.0,40.0,655,1753
2015-12-29,31.0,49.0,40.0,655,1753
2015-12-30,36.0,52.0,44.0,656,1754
2015-12-31,40.0,56.0,48.0,656,1755
2016-01-01,38.0,57.0,48.0,657,1756
2016-01-02,35.0,54.0,45.0,657,1756
2016-01-03,39.0,54.0,47.0,657,1757
2016-01-04,37.0,53.0,45.0,658,1757
2016-01-05,34.0,51.0,43.0,658,1758
2016-01-06,36.0,56.0,46.0,658,1759
2016-01-07,37.0,58.0,48.0,658,1759
2016-01-08,37.0,54.0,46.0,659,1800
2016-01-09,40.0,54.0,47.0,659,1801
2016-01-10,39.0,53.0,46.0,659,1801
2016-01-11,37.0,57.0,47.0,659,1802
2016-01-12,39.0,54.0,47.0,659,1803
2016-01-13,37.0,59.0,48.0,659,1803
2016-01-14,40.0,60.0,50.0,659,1804
2016-01-15,40.0,56.0,48.0,659,1804
2016-01-16,38.0,54.0,46.0,700,1805
2016-01-17,37.0,56.0,47.0,700,1806
2016-01-18,41.0,55.0,48.0,700,1806
2016-01-19,40.0,60.0,50.0,700,1807
2016-01-20,42.0,58.0,50.0,659,1808
2016-01-21,42.0,57.0,50.0,659,1808
2016-01-22,41.0,59.0,50.0,659,1809
2016-01-23,39.0,59.0,49.0,659,1810
2016-01-24,38.0,55.0,47.0,659,1810
2016-01-25,35.0,54.0,45.0,659,1811
2016-01-26,39.0,58.0,49.0,659,1811
2016-01-27,37.0,59.0,48.0,659,1812
2016-01-28,44.0,62.0,53.0,658,1813
2016-01-29,49.0,64.0,57.0,658,1813
2016-01-30,45.0,62.0,54.0,658,1814
2016-01-31,41.0,59.0,50.0,658,1814
2016-02-01,36.0,54.0,45.0,657,1815
2016-02-02,38.0,52.0,45.0,657,1816
2016-02-03,38.0,55.0,47.0,657,1816
2016-02-04,40.0,58.0,49.0,656,1817
2016-02-05,37.0,58.0,48.0,656,1817
2016-02-06,36.0,57.0,47.0,655,1818
2016-02-07,33.0,47.0,40.0,655,1818
2016-02-08,31.0,53.0,42.0,655,1819
2016-02-09,37.0,53.0,45.0,654,1819
2016-02-10,35.0,55.0,45.0,654,1820
2016-02-11,38.0,54.0,46.0,653,1820
2016-02-12,41.0,59.0,50.0,653,1821
2016-02-13,43.0,60.0,52.0,652,1821
2016-02-14,42.0,60.0,51.0,652,1822
2016-02-15,38.0,58.0,48.0,651,1822
2016-02-16,37.0,59.0,48.0,651,1823
2016-02-17,44.0,57.0,51.0,650,1823
2016-02-18,38.0,57.0,48.0,649,1823
2016-02-19,36.0,57.0,47.0,649,1824
2016-02-20,37.0,59.0,48.0,648,1824
2016-02-21,39.0,61.0,50.0,647,1825
2016-02-22,43.0,60.0,52.0,647,1825
2016-02-23,45.0,63.0,54.0,646,1825
2016-02-24,45.0,62.0,54.0,646,1826
2016-02-25,39.0,53.0,46.0,645,1826
2016-02-26,36.0,53.0,45.0,644,1827
2016-02-27,36.0,59.0,48.0,643,1827
2016-02-28,36.0,55.0,46.0,643,1827
2016-02-29,37.0,60.0,49.0,642,1828
2016-03-01,40.0,60.0,50.0,641,1828
2016-03-02,39.0,61.0,50.0,640,1828
2016-03-03,44.0,57.0,51.0,640,1829
2016-03-04,42.0,58.0,50.0,639,1829
2016-03-05,39.0,56.0,48.0,638,1829
2016-03-06,37.0,60.0,49.0,637,1830
2016-03-07,40.0,58.0,49.0,637,1830
2016-03-08,43.0,66.0,55.0,636,1830
2016-03-09,40.0,60.0,50.0,635,1831
2016-03-10,37.0,57.0,47.0,634,1831
2016-03-11,36.0,52.0,44.0,633,1831
2016-03-12,36.0,54.0,45.0,632,1832
2016-03-13,38.0,53.0,46.0,632,1832
2016-03-14,40.0,54.0,47.0,631,1832
2016-03-15,36.0,52.0,44.0,630,1832
2016-03-16,38.0,51.0,45.0,629,1833
2016-03-17,34.0,55.0,45.0,628,1833
2016-03-18,35.0,53.0,44.0,627,1833
2016-03-19,36.0,55.0,46.0,626,1833
2016-03-20,38.0,54.0,46.0,626,1834
2016-03-21,36.0,55.0,46.0,625,1834
2016-03-22,35.0,52.0,44.0,624,1834
2016-03-23,34.0,46.0,40.0,623,1834
2016-03-24,33.0,47.0,40.0,622,1835
2016-03-25,31.0,51.0,41.0,621,1835
2016-03-26,34.0,50.0,42.0,620,1835
2016-03-27,38.0,56.0,47.0,620,1835
2016-03-28,42.0,60.0,51.0,619,1836
2016-03-29,43.0,61.0,52.0,618,1836
2016-03-30,42.0,60.0,51.0,617,1836
2016-03-31,44.0,59.0,52.0,616,1836
2016-04-01,42.0,57.0,50.0,615,1837
2016-04-02,41.0,59.0,50.0,614,1837
2016-04-03,42.0,62.0,52.0,614,1837
2016-04-04,47.0,60.0,54.0,613,1838
2016-04-05,44.0,61.0,53.0,612,1838
2016-04-06,40.0,59.0,50.0,611,1838
2016-04-07,36.0,60.0,48.0,610,1838
2016-04-08,38.0,54.0,46.0,610,1839
2016-04-09,40.0,56.0,48.0,609,1839
2016-04-10,40.0,54.0,47.0,608,1839
2016-04-11,41.0,60.0,51.0,607,1839
2016-04-12,41.0,59.0,50.0,606,1840
2016-04-13,39.0,59.0,49.0,606,1840
2016-04-14,41.0,57.0,49.0,605,1840
2016-04-15,36.0,53.0,45.0,604,1841
2016-04-16,36.0,51.0,44.0,603,1841
2016-04-17,36.0,53.0,45.0,602,1841
2016-04-18,37.0,58.0,48.0,602,1841
2016-04-19,38.0,54.0,46.0,601,1842
2016-04-21,44.0,55.0,50.0,600,1842
2016-04-22,44.0,56.0,50.0,559,1843
2016-04-23,43.0,57.0,50.0,558,1843
2016-04-24,42.0,59.0,51.0,558,1843
2016-04-25,40.0,55.0,48.0,557,1844
2016-04-26,42.0,57.0,50.0,556,1844
2016-04-27,40.0,61.0,51.0,556,1844
2016-04-28,43.0,57.0,50.0,555,1845
2016-04-29,44.0,61.0,53.0,554,1845
2016-04-30,39.0,57.0,48.0,554,1845
2016-05-01,38.0,60.0,49.0,553,1846
2016-05-02,45.0,63.0,54.0,553,1846
2016-05-03,43.0,60.0,52.0,552,1846
2016-05-04,44.0,65.0,55.0,552,1847
2016-05-05,44.0,58.0,51.0,551,1847
2016-05-06,41.0,56.0,49.0,550,1847
2016-05-07,38.0,55.0,47.0,550,1848
2016-05-08,40.0,53.0,47.0,550,1848
2016-05-09,36.0,52.0,44.0,549,1849
2016-05-10,34.0,52.0,43.0,549,1849
2016-05-11,36.0,54.0,45.0,548,1849
2016-05-12,37.0,53.0,45.0,548,1850
2016-05-13,38.0,50.0,44.0,547,1850
2016-05-14,39.0,61.0,50.0,547,1851
2016-05-15,44.0,59.0,52.0,547,1851
2016-05-16,43.0,60.0,52.0,546,1851
2016-05-17,43.0,60.0,52.0,546,1852
2016-05-18,43.0,58.0,51.0,546,1852
2016-05-19,40.0,61.0,51.0,545,1853
2016-05-20,41.0,57.0,49.0,545,1853
2016-05-21,40.0,58.0,49.0,545,1853
2016-05-22,38.0,56.0,47.0,545,1854
2016-05-23,36.0,51.0,44.0,544,1854
2016-05-24,33.0,51.0,42.0,544,1855
2016-05-25,36.0,49.0,43.0,544,1855
2016-05-26,36.0,52.0,44.0,544,1855
2016-05-27,35.0,52.0,44.0,544,1856
2016-05-28,39.0,51.0,45.0,543,1856
2016-05-29,39.0,53.0,46.0,543,1856
2016-05-30,38.0,55.0,47.0,543,1857
2016-05-31,44.0,54.0,49.0,543,1857
2016-06-01,41.0,54.0,48.0,543,1858
2016-06-02,40.0,58.0,49.0,543,1858
2016-06-03,41.0,56.0,49.0,543,1858
2016-06-04,44.0,60.0,52.0,543,1859
2016-06-05,45.0,58.0,52.0,543,1859
2016-06-06,44.0,57.0,51.0,543,1859
2016-06-07,44.0,59.0,52.0,543,1900
2016-06-08,45.0,58.0,52.0,543,1900
2016-06-09,46.0,60.0,53.0,543,1900
2016-06-10,44.0,61.0,53.0,543,1901
2016-06-11,40.0,54.0,47.0,543,1901
2016-06-12,40.0,58.0,49.0,543,1901
2016-06-13,40.0,58.0,49.0,544,1902
2016-06-14,38.0,57.0,48.0,544,1902
2016-06-15,40.0,55.0,48.0,544,1902
2016-06-16,42.0,61.0,52.0,544,1902
2016-06-17,46.0,60.0,53.0,544,1903
2016-06-18,41.0,60.0,51.0,544,1903
2016-06-19,42.0,60.0,51.0,545,1903
2016-06-20,41.0,57.0,49.0,545,1903
2016-06-21,39.0,56.0,48.0,545,1904
2016-06-22,40.0,56.0,48.0,545,1904
2016-06-23,42.0,56.0,49.0,545,1904
2016-06-24,42.0,58.0,50.0,546,1904
2016-06-25,43.0,56.0,50.0,546,1904
2016-06-26,41.0,55.0,48.0,546,1904
2016-06-27,37.0,53.0,45.0,546,1905
2016-06-28,39.0,53.0,46.0,547,1905
2016-06-29,38.0,54.0,46.0,547,1905
2016-06-30,43.0,58.0,51.0,547,1905
2016-07-01,39.0,57.0,48.0,548,1905
2016-07-02,43.0,63.0,53.0,548,1905
2016-07-03,45.0,67.0,56.0,548,1905
2016-07-04,44.0,58.0,51.0,549,1905
2016-07-05,40.0,54.0,47.0,549,1905
2016-07-06,38.0,56.0,47.0,549,1905
2016-07-07,43.0,61.0,52.0,550,1905
2016-07-08,43.0,60.0,52.0,550,1905
2016-07-09,42.0,56.0,49.0,550,1905
2016-07-10,39.0,51.0,45.0,551,1905
2016-07-11,36.0,50.0,43.0,551,1905
2016-07-12,38.0,52.0,45.0,551,1904
2016-07-13,36.0,54.0,45.0,552,1904
2016-07-14,39.0,56.0,48.0,552,1904
2016-07-15,42.0,57.0,50.0,553,1904
2016-07-16,39.0,57.0,48.0,553,1904
2016-07-17,40.0,54.0,47.0,553,1904
2016-07-18,39.0,49.0,44.0,554,1903
2016-07-19,38.0,52.0,45.0,554,1903
2016-07-20,40.0,55.0,48.0,554,1903
2016-07-21,41.0,62.0,52.0,555,1902
2016-07-22,40.0,57.0,49.0,555,1902
2016-07-23,43.0,52.0,48.0,556,1902
2016-07-24,44.0,51.0,48.0,556,1901
2016-07-25,42.0,58.0,50.0,556,1901
2016-07-26,41.0,59.0,50.0,557,1901
2016-07-27,39.0,57.0,48.0,557,1900
2016-07-28,38.0,59.0,49.0,557,1900
2016-07-29,37.0,58.0,48.0,558,1859
2016-07-30,39.0,57.0,48.0,558,1859
2016-07-31,41.0,55.0,48.0,558,1859
2016-08-01,42.0,56.0,49.0,559,1858
2016-08-02,40.0,58.0,49.0,559,1858
2016-08-03,37.0,57.0,47.0,559,1857
2016-08-04,40.0,58.0,49.0,600,1857
2016-08-05,41.0,62.0,52.0,600,1856
2016-08-06,37.0,59.0,48.0,600,1855
2016-08-07,40.0,58.0,49.0,601,1855
2016-08-08,42.0,60.0,51.0,601,1854
2016-08-09,40.0,60.0,50.0,601,1854
2016-08-10,42.0,62.0,52.0,602,1853
2016-08-11,42.0,60.0,51.0,602,1852
2016-08-12,44.0,61.0,53.0,602,1852
2016-08-13,41.0,54.0,48.0,603,1851
2016-08-14,42.0,53.0,48.0,603,1850
2016-08-15,40.0,56.0,48.0,603,1850
2016-08-16,39.0,56.0,48.0,603,1849
2016-08-17,40.0,60.0,50.0,604,1848
2016-08-18,42.0,59.0,51.0,604,1848
2016-08-19,43.0,57.0,50.0,604,1847
2016-08-20,37.0,59.0,48.0,604,1846
2016-08-21,40.0,54.0,47.0,605,1845
2016-08-22,44.0,49.0,47.0,605,1845
2016-08-23,42.0,53.0,48.0,605,1844
2016-08-24,41.0,53.0,47.0,605,1843
2016-08-25,41.0,54.0,48.0,606,1842
2016-08-26,41.0,58.0,50.0,606,1841
2016-08-27,38.0,54.0,46.0,606,1841
2016-08-28,35.0,53.0,44.0,606,1840
2016-08-29,38.0,50.0,44.0,607,1839
2016-08-30,37.0,58.0,48.0,607,1838
2016-08-31,42.0,49.0,46.0,607,1837
2016-09-01,40.0,54.0,47.0,607,1836
2016-09-02,41.0,59.0,50.0,607,1836
2016-09-03,41.0,52.0,47.0,608,1835
2016-09-04,41.0,52.0,47.0,608,1834
2016-09-05,40.0,55.0,48.0,608,1833
2016-09-06,39.0,59.0,49.0,608,1832
2016-09-07,37.0,55.0,46.0,608,1831
2016-09-08,36.0,52.0,44.0,609,1830
2016-09-09,38.0,55.0,47.0,609,1829
2016-09-10,39.0,56.0,48.0,609,1828
2016-09-11,37.0,56.0,47.0,609,1828
2016-09-12,42.0,57.0,50.0,609,1827
2016-09-13,42.0,57.0,50.0,610,1826
2016-09-14,39.0,52.0,46.0,610,1825
2016-09-15,38.0,46.0,42.0,610,1824
2016-09-16,39.0,54.0,47.0,610,1823
2016-09-17,42.0,55.0,49.0,610,1822
2016-09-18,41.0,57.0,49.0,611,1821
2016-09-19,42.0,60.0,51.0,611,1820
2016-09-20,42.0,59.0,51.0,611,1819
2016-09-21,44.0,59.0,52.0,611,1819
2016-09-22,41.0,55.0,48.0,611,1818
2016-09-23,40.0,55.0,48.0,612,1817
2016-09-24,40.0,54.0,47.0,612,1816
2016-09-25,38.0,55.0,47.0,612,1815
2016-09-26,41.0,58.0,50.0,612,1814
2016-09-27,37.0,50.0,44.0,612,1813
2016-09-28,36.0,53.0,45.0,613,1812
2016-09-29,36.0,59.0,48.0,613,1811
2016-09-30,39.0,58.0,49.0,613,1811
2016-10-01,39.0,56.0,48.0,613,1810
2016-10-02,37.0,55.0,46.0,614,1809
2016-10-03,38.0,49.0,44.0,614,1808
2016-10-04,40.0,51.0,46.0,614,1807
2016-10-05,37.0,53.0,45.0,614,1806
2016-10-06,38.0,50.0,44.0,615,1805
2016-10-07,36.0,52.0,44.0,615,1805
2016-10-08,38.0,52.0,45.0,615,1804
2016-10-09,35.0,55.0,45.0,615,1803
2016-10-10,41.0,56.0,49.0,616,1802
2016-10-11,40.0,56.0,48.0,616,1801
2016-10-12,38.0,63.0,51.0,616,1801
2016-10-13,42.0,62.0,52.0,616,1800
2016-10-14,45.0,63.0,54.0,617,1759
2016-10-15,45.0,64.0,55.0,617,1758
2016-10-16,40.0,58.0,49.0,617,1758
2016-10-17,39.0,58.0,49.0,618,1757
2016-10-18,40.0,56.0,48.0,618,1756
2016-10-19,39.0,57.0,48.0,618,1755
2016-10-20,38.0,51.0,45.0,619,1755
2016-10-21,38.0,55.0,47.0,619,1754
2016-10-22,37.0,56.0,47.0,620,1753
2016-10-23,42.0,62.0,52.0,620,1753
2016-10-24,42.0,61.0,52.0,620,1752
2016-10-25,38.0,56.0,47.0,621,1752
2016-10-26,40.0,59.0,50.0,621,1751
2016-10-27,40.0,58.0,49.0,622,1750
2016-10-28,41.0,55.0,48.0,622,1750
2016-10-29,38.0,54.0,46.0,622,1749
2016-10-30,39.0,55.0,47.0,623,1749
2016-10-31,40.0,56.0,48.0,623,1748
2016-11-01,42.0,55.0,49.0,624,1748
2016-11-02,38.0,58.0,48.0,624,1747
2016-11-03,42.0,59.0,51.0,625,1747
2016-11-04,40.0,58.0,49.0,625,1746
2016-11-05,41.0,58.0,50.0,626,1746
2016-11-06,38.0,59.0,49.0,626,1746
2016-11-07,38.0,56.0,47.0,627,1745
2016-11-08,38.0,53.0,46.0,627,1745
2016-11-09,41.0,54.0,48.0,628,1745
2016-11-10,43.0,54.0,49.0,628,1744
2016-11-11,40.0,54.0,47.0,629,1744
2016-11-12,36.0,54.0,45.0,629,1744
2016-11-13,38.0,57.0,48.0,630,1743
2016-11-14,41.0,57.0,49.0,630,1743
2016-11-15,40.0,56.0,48.0,631,1743
2016-11-16,41.0,54.0,48.0,632,1743
2016-11-17,40.0,56.0,48.0,632,1743
2016-11-18,40.0,57.0,49.0,633,1743
2016-11-19,41.0,58.0,50.0,633,1742
2016-11-20,41.0,54.0,48.0,634,1742
2016-11-21,38.0,53.0,46.0,635,1742
2016-11-22,36.0,52.0,44.0,635,1742
2016-11-23,41.0,57.0,49.0,636,1742
2016-11-24,39.0,55.0,47.0,636,1742
2016-11-25,39.0,56.0,48.0,637,1742
2016-11-26,42.0,57.0,50.0,638,1742
2016-11-27,41.0,56.0,49.0,638,1742
2016-11-28,38.0,54.0,46.0,639,1742
2016-11-29,38.0,52.0,45.0,640,1742
2016-11-30,34.0,46.0,40.0,640,1743
2016-12-01,31.0,37.0,34.0,641,1743
2016-12-02,32.0,38.0,35.0,641,1743
2016-12-03,35.0,44.0,40.0,642,1743
2016-12-04,37.0,44.0,41.0,643,1743
2016-12-05,42.0,52.0,47.0,643,1743
2016-12-06,40.0,52.0,46.0,644,1744
2016-12-07,37.0,49.0,43.0,645,1744
2016-12-08,40.0,51.0,46.0,645,1744
2016-12-09,39.0,50.0,45.0,646,1745
2016-12-10,39.0,43.0,41.0,646,1745
2016-12-11,37.0,50.0,44.0,647,1745
2016-12-12,36.0,49.0,43.0,648,1746
2016-12-13,36.0,48.0,42.0,648,1746
2016-12-14,36.0,53.0,45.0,649,1746
2016-12-15,33.0,55.0,44.0,649,1747
2016-12-16,34.0,44.0,39.0,650,1747
2016-12-17,35.0,48.0,42.0,650,1748
2016-12-18,33.0,41.0,37.0,651,1748
2016-12-19,37.0,50.0,44.0,651,1749
2016-12-20,38.0,51.0,45.0,652,1749
2016-12-21,37.0,53.0,45.0,652,1750
2016-12-22,38.0,56.0,47.0,653,1750
2016-12-23,39.0,55.0,47.0,653,1751
2016-12-24,37.0,56.0,47.0,654,1751
2016-12-25,36.0,48.0,42.0,654,1752
2016-12-26,35.0,49.0,42.0,655,1752
2016-12-27,35.0,53.0,44.0,655,1753
2016-12-28,35.0,51.0,43.0,655,1753
2016-12-29,29.0,45.0,37.0,656,1754
2016-12-30,33.0,45.0,39.0,656,1755
2016-12-31,33.0,43.0,38.0,657,1755
2017-01-01,31.0,46.0,39.0,657,1756
2017-01-02,34.0,52.0,43.0,657,1756
2017-01-03,35.0,51.0,43.0,657,1757
2017-01-04,34.0,50.0,42.0,658,1757
2017-01-05,33.0,46.0,40.0,658,1758
2017-01-06,34.0,48.0,41.0,658,1759
2017-01-07,33.0,48.0,41.0,658,1759
2017-01-08,33.0,52.0,43.0,659,1800
2017-01-09,39.0,55.0,47.0,659,1801
2017-01-10,36.0,53.0,45.0,659,1801
2017-01-11,34.0,50.0,42.0,659,1802
2017-01-12,29.0,49.0,39.0,659,1803
2017-01-13,34.0,52.0,43.0,659,1803
2017-01-14,37.0,50.0,44.0,659,1804
2017-01-15,35.0,55.0,45.0,659,1804
2017-01-16,38.0,51.0,45.0,700,1805
2017-01-17,39.0,54.0,47.0,700,1806
2017-01-18,38.0,54.0,46.0,700,1806
2017-01-19,43.0,57.0,50.0,700,1807
2017-01-20,41.0,61.0,51.0,659,1808
2017-01-21,36.0,54.0,45.0,659,1808
2017-01-22,34.0,49.0,42.0,659,1809
2017-01-23,31.0,48.0,40.0,659,1810
2017-01-24,30.0,45.0,38.0,659,1810
2017-01-25,29.0,50.0,40.0,659,1811
2017-01-26,38.0,54.0,46.0,659,1811
2017-01-27,42.0,59.0,51.0,659,1812
2017-01-28,36.0,55.0,46.0,658,1813
2017-01-29,34.0,52.0,43.0,658,1813
2017-01-30,31.0,49.0,40.0,658,1814
2017-01-31,33.0,52.0,43.0,658,1814
2017-02-01,32.0,48.0,40.0,657,1815
2017-02-02,31.0,51.0,41.0,657,1816
2017-02-03,34.0,47.0,41.0,657,1816
2017-02-04,33.0,52.0,43.0,656,1817
2017-02-05,40.0,57.0,49.0,656,1817
2017-02-06,41.0,55.0,48.0,655,1818
2017-02-07,38.0,51.0,45.0,655,1818
2017-02-08,38.0,54.0,46.0,655,1819
2017-02-09,40.0,55.0,48.0,654,1819
2017-02-10,44.0,56.0,50.0,654,1820
2017-02-11,33.0,53.0,43.0,653,1820
2017-02-12,32.0,53.0,43.0,653,1821
2017-02-13,38.0,56.0,47.0,652,1821
2017-02-14,41.0,58.0,50.0,652,1822
2017-02-15,41.0,56.0,49.0,651,1822
2017-02-16,37.0,57.0,47.0,651,1823
2017-02-17,40.0,57.0,49.0,650,1823
2017-02-18,37.0,52.0,45.0,649,1823
2017-02-19,32.0,47.0,40.0,649,1824
2017-02-20,28.0,46.0,37.0,648,1824
2017-02-21,25.0,40.0,33.0,647,1825
2017-02-22,27.0,42.0,35.0,647,1825
2017-02-23,25.0,42.0,34.0,646,1825
2017-02-24,25.0,45.0,35.0,646,1826
2017-02-25,31.0,47.0,39.0,645,1826
2017-02-26,36.0,43.0,40.0,644,1827
2017-02-27,33.0,43.0,38.0,643,1827
2017-02-28,34.0,43.0,39.0,643,1827
2017-03-01,33.0,44.0,39.0,642,1828
2017-03-02,34.0,48.0,41.0,641,1828
2017-03-03,34.0,52.0,43.0,640,1828
2017-03-04,33.0,53.0,43.0,640,1829
2017-03-05,36.0,51.0,44.0,639,1829
2017-03-06,34.0,50.0,42.0,638,1829
2017-03-07,34.0,52.0,43.0,637,1830
2017-03-08,36.0,49.0,43.0,637,1830
